id;name;name_chinese;location;city;province;country;description;website_url;tuition_min;tuition_max;tuition_currency;image_url;images;established_year;type;created_at;updated_at;logo_url;video_urls;ranking_world;ranking_national;meta_title;meta_description;meta_keywords;og_image;slug;application_deadline;is_active;intake_months;default_tuition_per_year;default_tuition_currency;use_default_tuition;scholarship_percentage;tuition_by_degree;scholarship_by_degree;tier;acceptance_flexibility;csca_required;has_application_fee
d189c366-e7ab-449d-8431-388b0de1b87d;South China University of Technology;华南理工大学;No. 381 Wushan Road, Tianhe District, Guangzhou, Guangdong Province, China;Guangzhou;Guangdong;China;South China University of Technology (SCUT), founded in 1952, is a prestigious public research university under the direct administration of the Ministry of Education. As a key member of China's '985 Project' and 'Double First-Class' initiative, SCUT excels in engineering, technology, and applied sciences. Its strengths include chemical engineering, materials science, architecture, and business management, with numerous programs accredited internationally. The university boasts state-of-the-art laboratories, extensive industry partnerships, and a vibrant campus life featuring cultural festivals, sports events, and student clubs. SCUT is renowned for its innovation and entrepreneurship ecosystem, contributing significantly to regional and national development. With a diverse student body and a commitment to holistic education, it prepares graduates for global challenges.;https://www.scut.edu.cn;28000.00;42000.00;CNY;https://studyinchina.academy/wp-content/uploads/2025/09/2025092809091563.webp;"[""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809091563.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809104514.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809104372.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809104056.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809103798.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809103458.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809103251.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809103090.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809102814.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809102550.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809102272.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809101733.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809101429.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809101323.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809100999.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809100816.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/202509280910069.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809100517.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809100366.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809095862.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809095348.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809093999.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092809093780.webp""]";1952;"[""985"",""211"",""Double First-Class""]";2025-10-04 12:39:06.99612+00;2026-01-30 21:45:34.791757+00;https://cdn.urongda.com//images/normal/medium/south-china-university-of-technology-logo-1024px.png;[];250;25;;;[];;south-china-university-of-technology-d189c366;2026-05-30;true;[];;CNY;false;0;{};{};U1;Medium;true;false
b24f07fc-1839-4439-aec5-286b9b17302b;Yangzhou University;扬州大学;No. 88, South University Road, Yangzhou, Jiangsu Province, China;Yangzhou;Jiangsu;China;Yangzhou University, founded in 1902, is a comprehensive public university located in the historic city of Yangzhou, Jiangsu Province. It has evolved from its origins as a teacher training college into a multidisciplinary institution offering programs in agriculture, engineering, medicine, liberal arts, and sciences. The university is renowned for its strengths in agricultural sciences, veterinary medicine, and food science, with notable programs in these fields attracting students nationwide. It also excels in Chinese language and literature, leveraging the region's rich cultural heritage. The campus features modern facilities, lush green spaces, and a vibrant student life, including various clubs, sports activities, and cultural events. With a commitment to research and innovation, Yangzhou University collaborates with industries and international partners, contributing to regional development. It emphasizes holistic education, fostering a supportive environment for academic and personal growth, and has produced many distinguished alumni in diverse sectors.;https://www.yzu.edu.cn;18000.00;35000.00;CNY;https://studyinchina.academy/wp-content/uploads/2025/09/2025092813582219.webp;"[""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813582219.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813583253.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813583080.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813582896.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/202509281358261.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813582483.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092813582114.webp""]";1902;"[""Regular""]";2025-10-04 00:24:03.637666+00;2026-01-30 21:49:35.728985+00;https://cdn.urongda.com//images/normal/medium/yangzhou-university-logo-1024px.png;[];850;75;;;[];;yangzhou-university-b24f07fc;2026-05-30;true;[];;CNY;false;0;{};{};U3;Medium;true;false
35f4926c-96cd-463f-95cc-012a2c57e76b;Nanjing University of Information Science and Technology;南京信息工程大学;219 Ningliu Road, Pukou District, Nanjing, Jiangsu Province, China;Nanjing;Jiangsu;China;Nanjing University of Information Science and Technology (NUIST), founded in 1960 as the Nanjing Institute of Meteorology, is a prestigious public university renowned for its focus on atmospheric sciences and information technology. It was designated a Double First-Class university by the Chinese government, highlighting its excellence in disciplines like meteorology, oceanography, and environmental science. Key strengths include its state key laboratory in atmospheric sciences, strong programs in computer science, electronics, and management, and collaborations with the China Meteorological Administration. The university offers a vibrant campus life with modern facilities, international student exchanges, and research opportunities, attracting students globally. Over the years, NUIST has contributed significantly to weather forecasting and climate research, making it a leader in its field in China and beyond.;https://www.nuist.edu.cn;25000.00;40000.00;CNY;https://static-data.gaokao.cn/upload/school/202002/1606901212_7380_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/202002/1606901212_7380_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202116/1618568220_1342_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_9150_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241114/1731579568_3200_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_7423_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_7455_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_2971_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_6168_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202002/1606901212_2164_thumb.jpg""]";1960;"[""Double First-Class""]";2025-10-11 19:39:33.548836+00;2026-01-30 21:42:33.448448+00;https://cdn.urongda.com//images/normal/medium/nanjing-university-of-information-science--technology-logo-1024px.png;[];801;85;;;[];;nanjing-university-of-information-science-and-technology;2026-05-31;true;[9];;CNY;false;0;{};{};U2;Medium;true;false
54a7ad8d-a515-4ede-b1b0-009858e4404b;Chang'an University;长安大学;126 Yanta Road, Beilin District, Xi'an, Shaanxi Province, China;Xi'an;Shaanxi;China;Chang'an University, established in 1951, is a key national university under the Ministry of Education and part of the '211 Project'. It is renowned for its strengths in highway engineering, transportation, geology, and resources. The university offers a wide range of programs, with notable disciplines in civil engineering, vehicle engineering, and environmental science. It has a strong research focus, contributing to infrastructure development in China and internationally. The campus, located in the historic city of Xi'an, provides a vibrant academic environment with modern facilities, extensive libraries, and active student clubs. Chang'an University emphasizes practical training and industry collaboration, preparing graduates for careers in engineering, technology, and management. Student life is enriched by cultural events, sports activities, and international exchange programs, fostering a diverse and inclusive community.;https://www.chd.edu.cn;25000.00;40000.00;CNY;https://static-data.gaokao.cn/upload/school/20241125/1732515773_5916_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/20241125/1732515642_5966_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515642_7598_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515658_1312_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515695_1299_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515658_5473_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515773_1448_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241125/1732515831_3548_thumb.jpg""]";1951;"[""211""]";2025-10-04 12:43:28.861471+00;2026-01-30 21:22:46.973349+00;https://cdn.urongda.com//images/normal/medium/changan-university-logo-1024px.png;[];801;85;;;[];;changan-university-54a7ad8d;2026-05-30;true;[9];;CNY;false;0;{};{};U2;Medium;true;false
26862d8c-0d6e-41ac-96e8-cd16677125fa;Beihang University;北京航空航天大学;37 Xueyuan Road, Haidian District, Beijing, China;Beijing;Beijing;China;Beihang University, founded in 1952, is a prestigious institution renowned for its focus on aerospace engineering, aeronautics, and astronautics. As a key member of China's '985 Project' and 'Double First-Class' initiative, it excels in disciplines such as mechanical engineering, materials science, computer science, and management. The university has strong ties to China's aerospace industry, contributing significantly to national projects like satellite launches and aircraft development. Its campus in Beijing features state-of-the-art laboratories, wind tunnels, and research centers, fostering innovation and collaboration. With a vibrant student life, Beihang offers numerous clubs, international exchange programs, and cultural activities, attracting top talent globally. It consistently ranks among China's top universities, emphasizing research, entrepreneurship, and global engagement.;https://www.buaa.edu.cn;28000.00;42000.00;CNY;https://studyinchina.academy/wp-content/uploads/2025/09/2025092713084825.webp;"[""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713084825.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713092157.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713091960.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713091782.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713091517.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713091246.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713091089.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713090419.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713090253.webp"",""https://studyinchina.academy/wp-content/uploads/2025/09/2025092713085677.webp""]";1952;"[""985"",""211"",""Double First-Class""]";2025-10-04 12:44:01.816226+00;2026-03-02 20:00:26.741047+00;https://cdn.urongda.com//images/normal/medium/beihang-university-logo-1024px.png;[];401;25;Beihang University | Top Aerospace Engineering in Beijing | ;Study aerospace engineering at Beihang University, a top-ranked 985 & Double First-Class institution in Beijing. World-class programs, international student sup;"[""Beihang University"",""北京航空航天大学"",""aerospace engineering"",""aeronautics"",""astronautics"",""Beijing university"",""985 Project"",""Double First-Class"",""study in China"",""international students"",""engineering programs"",""top ranked university"",""Beijing Haidian"",""mechanical engineering"",""materials science""]";;beihang-university;2026-06-30;true;[9];;CNY;false;0;{};{};U1;Medium;true;false
ac5e06ea-d2c7-4104-bff4-9fd00de5f28d;Hubei Minzu University;湖北民族大学;No. 39, Xueyuan Road, Enshi City, Hubei Province, China;Enshi;Hubei;China;Hubei Minzu University, founded in 1938, is a comprehensive university located in Enshi, Hubei Province, with a strong focus on ethnic minority education and regional development. It originated as Hubei Provincial Enshi Normal School and evolved through several name changes before adopting its current name in 2018. The university excels in disciplines such as ethnology, Chinese language and literature, and agriculture, offering a range of undergraduate, master's, and doctoral programs. It is known for its research in Tujia and Miao cultures, contributing to the preservation and study of ethnic traditions in China. Campus life is vibrant, with modern facilities, student clubs, and cultural events that foster a diverse and inclusive environment. Situated in the scenic Wuling Mountain area, the university provides a unique learning atmosphere that combines academic rigor with cultural immersion, preparing students for careers in education, research, and public service.;https://www.hbmy.edu.cn;18000.00;28000.00;CNY;https://static-data.gaokao.cn/upload/school/201907/1559838940_4638_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/201907/1559838940_4638_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201907/1559838940_1635_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202119/1618827198_8538_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201907/1559838940_9657_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201907/1559838940_2262_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201907/1559838940_2219_thumb.jpg""]";1938;"[""Regular""]";2025-10-09 06:01:34.824964+00;2026-01-03 08:26:42.793878+00;https://cdn.urongda.com//images/normal/medium/hubei-minzu-university-logo-1024px.png;[];1850;245;;;[];;hubei-minzu-university;;false;;;CNY;false;0;{};{};U3;Medium;false;false
8d5e5fd5-9405-4e6f-9506-898c6c3e0e3e;Jiangxi University of Finance and Economics;江西财经大学;No. 169, East Shuanggang Road, Changbei District, Nanchang City, Jiangxi Province, China;Nanchang;Jiangxi;China;Jiangxi University of Finance and Economics (JUFE), founded in 1923, is a prominent institution in China specializing in economics, management, and finance. It has evolved into a comprehensive university with strengths in applied economics, business administration, and statistics, offering a wide range of undergraduate, master's, and doctoral programs. JUFE is known for its rigorous academic environment, strong industry connections, and emphasis on practical skills, making it a key player in regional economic development. The university boasts a vibrant campus life with numerous student clubs, cultural activities, and international exchange programs, fostering a dynamic learning atmosphere. Located in Nanchang, it provides students with access to a rich historical and cultural setting while preparing them for careers in finance, accounting, and related fields.;https://www.jxufe.edu.cn;18000.00;35000.00;CNY;https://static-data.gaokao.cn/upload/school/20250523/1747964017_5831_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/20250523/1747964017_5831_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_9281_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_1144_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_6571_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_5798_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_8618_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_2479_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964018_8578_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964019_8650_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20250523/1747964019_7268_thumb.jpg""]";1923;"[""Regular""]";2025-10-06 16:19:54.509335+00;2026-01-30 21:39:52.214017+00;https://cdn.urongda.com//images/normal/medium/jiangxi-university-of-finance-and-economics-logo-1024px.png;[];1200;150;;;[];;jiangxi-university-of-finance-and-economics;2026-05-30;true;[];;CNY;false;0;{};{};U3;Medium;true;false
4bb16947-afb1-440e-98bd-9a17a9421ffc;Yunnan University;云南大学;2 Cuihu North Road, Wuhua District, Kunming, Yunnan Province, China;Kunming;Yunnan;China;Yunnan University, founded in 1922, is a key comprehensive university in Southwest China and a member of the '211 Project'. It is renowned for its strengths in ethnology, ecology, biology, and borderland studies, reflecting Yunnan's rich cultural diversity and unique geographical position. The university offers a wide range of programs, with notable disciplines in environmental science, minority languages, and international relations. Its campus in Kunming features a blend of historic and modern architecture, set against the scenic backdrop of the region. Yunnan University fosters a vibrant academic environment, emphasizing research innovation and cultural exchange, and attracts students from across China and abroad, contributing significantly to regional development and global knowledge.;https://www.ynu.edu.cn;25000.00;40000.00;CNY;https://static-data.gaokao.cn/upload/school/202315/1686793281_3157_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/202315/1686793281_3157_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202324/1684929895_5266_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201921/1561083688_9398_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201921/1561083688_6192_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201921/1561083689_3123_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202324/1684929894_3645_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202324/1684929894_7174_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241122/1732265537_7257_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241122/1732265576_4206_thumb.png"",""https://static-data.gaokao.cn/upload/school/20241122/1732265590_9636_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/20241122/1732265652_4713_thumb.png""]";1922;"[""211""]";2025-10-04 00:25:15.028348+00;2026-01-30 21:49:55.979224+00;https://cdn.urongda.com//images/normal/medium/yunnan-university-logo-1024px.png;[];801;85;;;[];;yunnan-university-4bb16947;2026-05-30;true;[];;CNY;false;0;{};{};U2;Medium;true;false
a58f32da-cbe9-4eb5-80fb-29fcb9098af6;Civil Aviation University of China;中国民航大学;No. 2898 Jinbei Road, Dongli District, Tianjin, China;Tianjin;Tianjin;China;Civil Aviation University of China (CAUC), founded in 1951, is a leading institution in China dedicated to civil aviation education and research. It operates under the Civil Aviation Administration of China and plays a pivotal role in training professionals for the aviation industry. The university excels in disciplines such as aviation engineering, air traffic management, flight technology, and aviation safety. Notable programs include Aircraft Design, Aviation Management, and Airport Operations, which are highly regarded for their industry relevance. CAUC boasts state-of-the-art facilities, including flight simulators and aviation laboratories, fostering hands-on learning. Campus life is vibrant, with student clubs, international exchanges, and a strong emphasis on practical training, preparing graduates for careers in airlines, airports, and regulatory bodies. The university's commitment to innovation and safety has made it a cornerstone of China's aviation sector.;https://www.cauc.edu.cn;20000.00;35000.00;CNY;https://static-data.gaokao.cn/upload/school/202320/1681954213_3097_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/202320/1681954213_3097_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954213_7357_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954213_4873_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954213_6924_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954213_7483_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954214_3244_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954294_1012_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954294_3797_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954970_7309_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954970_6132_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681955026_7345_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681955052_7916_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681955103_3075_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/202320/1681954970_2295_thumb.jpg""]";1951;"[""Regular""]";2025-10-14 09:44:12.453683+00;2026-01-04 11:41:15.876396+00;https://static-data.gaokao.cn/upload/logo/88.jpg;[];1200;150;;;[];;civil-aviation-university-of-china;2026-05-31;true;[9];;CNY;false;0;{};{};U3;Medium;false;false
9fcb145a-3fcb-4cdf-9739-93c7a4e2b6d3;Lishui University;丽水学院;No. 1 Xueyuan Road, Liandu District, Lishui City, Zhejiang Province, China;Lishui;Zhejiang;China;Lishui University is a comprehensive public university located in Lishui, Zhejiang Province, with a history dating back to 1907 when it was founded as Lishui Normal School. It gained university status in 2004 and has since developed into a key institution in southern Zhejiang, focusing on teacher education, engineering, agriculture, and regional cultural studies. The university is known for its strengths in ecological and environmental sciences, leveraging Lishui's reputation as a 'Green Valley of Zhejiang,' as well as programs in mechanical engineering, business administration, and fine arts. It offers undergraduate and master's degrees across multiple disciplines, with a campus that blends modern facilities with scenic surroundings near the Oujiang River. Student life includes active participation in cultural festivals, sports, and community engagement, supported by a diverse academic environment. The university emphasizes applied research and serves as a hub for local economic and social development in the mountainous region of Zhejiang.;https://www.lsu.edu.cn;18000.00;28000.00;CNY;https://static-data.gaokao.cn/upload/school/202120/1618911541_7460_thumb.jpg;"[""https://static-data.gaokao.cn/upload/school/202120/1618911541_7460_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201909/1560050875_6383_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201909/1560050875_4549_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201909/1560050875_7892_thumb.jpg"",""https://static-data.gaokao.cn/upload/school/201909/1560050875_6043_thumb.jpg""]";1907;"[""Regular""]";2026-03-02 19:06:21.629717+00;2026-03-02 19:08:22.256954+00;https://cdn.urongda.com//images/normal/medium/lishui-university-logo-1024px.png;[];1800;250;;;[];;lishui-university;;true;[];;CNY;false;0;{};{};U3;Medium;;false
